1	2	0
1	9	0
2	3	0
2	10	0
2	1	0
3	4	0
3	2	0
4	5	0
4	12	0
4	3	0
5	6	0
5	4	0
6	7	0
6	14	0
6	5	0
7	8	0
7	6	0
8	16	0
8	7	0
9	10	0
9	17	0
9	1	0
10	11	0
10	18	0
11	12	0
11	3	0
12	13	0
12	20	0
13	14	0
13	5	0
14	15	0
14	22	0
15	16	0
15	7	0
16	24	0
16	8	0
17	25	0
17	9	0
18	26	0
18	17	0
19	18	0
19	11	0
20	28	0
20	19	0
21	20	0
21	13	0
22	30	0
22	21	0
23	22	0
23	15	0
24	32	0
24	23	0
24	16	0
25	26	0
25	33	0
25	17	0
26	27	0
26	34	0
27	28	0
27	19	0
28	29	0
28	36	0
29	30	0
29	21	0
30	31	0
30	38	0
31	32	0
31	23	0
32	40	0
32	24	0
33	41	0
33	25	0
34	42	0
34	33	0
35	34	0
35	27	0
36	44	0
36	35	0
37	36	0
37	29	0
38	46	0
38	37	0
39	38	0
39	31	0
40	48	0
40	39	0
40	32	0
41	42	0
41	49	0
41	33	0
42	43	0
42	50	0
43	44	0
43	35	0
44	45	0
44	52	0
45	46	0
45	37	0
46	47	0
46	54	0
47	48	0
47	39	0
48	56	0
48	40	0
49	57	0
49	41	0
50	58	0
50	49	0
51	50	0
51	43	0
52	60	0
52	51	0
53	52	0
53	45	0
54	62	0
54	53	0
55	54	0
55	47	0
56	64	0
56	55	0
56	48	0
57	58	0
57	49	0
58	59	0
58	57	0
59	60	0
59	58	0
59	51	0
60	61	0
60	59	0
61	62	0
61	60	0
61	53	0
62	63	0
62	61	0
63	64	0
63	62	0
63	55	0
64	63	0
64	56	0
999	999	0
